Player,Player_ID,Pos,Age,Exp,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,AST% 3-4-5,OBPM 3-4-5,Yr
Leandro Barbosa,2571,PG,22,V,PHO,63,1087,12.8,0.575,0.393,0.195,3.3,9.2,6.4,16.7,1.4,0.4,18.5,18.9,1.2,0.6,1.8,0.081,0.5,-1.3,-0.8,0.3,N/A,N/A,2005
Leandro Barbosa,2571,1,21,R,PHO,70,1500,12.7,0.553,0.447,0.13,1.7,7.6,4.7,18,3.2,0.3,19.5,18.6,0.9,1,1.9,0.061,0.4,-1,-0.6,0.5,15.8,2.7,2004
LeBron James,2544,SF,34,V,LAL,55,1937,25.6,0.588,0.299,0.382,3.1,21.3,12.4,39.4,1.7,1.4,13.3,31.6,4.7,2.6,7.2,0.179,6.2,1.9,8.1,4.9,N/A,N/A,2019
LeBron James,2544,PF,33,V,CLE,82,3026,28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2,16.1,31.6,11,3,14,0.221,7.6,2,9.6,8.9,N/A,N/A,2018
LeBron James,2544,SF,32,V,CLE,74,2794,27,0.619,0.254,0.395,4,20.7,12.6,41.3,1.6,1.3,16.1,30,9.8,3,12.9,0.221,6.8,1.6,8.4,7.3,N/A,N/A,2017
LeBron James,2544,SF,31,V,CLE,76,2709,27.5,0.588,0.199,0.347,4.7,18.8,11.8,36,2,1.5,13.2,31.4,9.6,4,13.6,0.242,6.9,2.3,9.1,7.6,N/A,N/A,2016
LeBron James,2544,SF,30,V,CLE,69,2493,25.9,0.577,0.265,0.413,2.4,16.6,9.6,38.6,2.3,1.6,15.3,32.3,7.4,2.9,10.4,0.199,6.2,1.2,7.4,5.9,N/A,N/A,2015
LeBron James,2544,PF,29,V,MIA,77,2902,29.3,0.649,0.226,0.432,3.6,18.9,11.5,32,2.2,0.8,14.4,31,12.3,3.7,15.9,0.264,8,0.9,8.9,8,N/A,N/A,2014
LeBron James,2544,PF,28,V,MIA,76,2877,31.6,0.64,0.188,0.395,4.4,20.8,13.1,36.4,2.4,1.9,12.4,30.2,14.6,4.7,19.3,0.322,9.2,2.4,11.6,9.8,N/A,N/A,2013
LeBron James,2544,SF,27,V,MIA,62,2326,30.7,0.605,0.127,0.429,5,19.7,12.6,33.6,2.6,1.7,13.3,32,10,4.5,14.5,0.298,8.3,2.7,11,7.6,N/A,N/A,2012
LeBron James,2544,SF,26,V,MIA,79,3063,27.3,0.594,0.188,0.446,3.3,18.7,11.4,34.9,2.1,1.3,13.8,31.5,10.3,5.3,15.6,0.244,6.5,2.1,8.6,8.2,N/A,N/A,2011
LeBron James,2544,SF,25,V,CLE,76,2966,31.1,0.604,0.253,0.506,3,18.5,11.1,41.8,2.2,2,12.3,33.5,13.3,5.2,18.5,0.299,9.7,2.8,12.5,10.9,N/A,N/A,2010
LeBron James,2544,SF,24,V,CLE,81,3054,31.7,0.591,0.238,0.472,4.3,19,11.9,38,2.4,2.4,11,33.8,13.7,6.5,20.3,0.318,9.4,3.6,13,11.6,N/A,N/A,2009
LeBron James,2544,SF,23,V,CLE,75,3027,29.1,0.568,0.219,0.47,4.9,17.8,11.1,37.3,2.4,2.1,11.4,33.5,10.7,4.6,15.2,0.242,9,2.3,11.2,10.1,N/A,N/A,2008
LeBron James,2544,SF,22,V,CLE,78,3190,24.5,0.552,0.191,0.432,3,16.6,9.6,29.1,2.1,1.3,11.5,31,8,5.7,13.7,0.206,5.4,2,7.4,7.6,N/A,N/A,2007
LeBron James,2544,SF,21,V,CLE,79,3361,28.1,0.568,0.208,0.447,2.6,17.1,9.8,32.8,2,1.5,10.7,33.6,12,4.3,16.3,0.232,7.9,1.4,9.3,9.5,N/A,N/A,2006
LeBron James,2544,SF,20,V,CLE,80,3388,25.7,0.554,0.183,0.378,3.8,17,10.2,32.9,2.8,1.1,11.8,29.7,9.7,4.6,14.3,0.203,6.9,1.5,8.3,8.8,N/A,N/A,2005
LeBron James,2544,2,19,R,CLE,79,3122,18.3,0.488,0.145,0.308,3.5,11.8,7.6,27.8,2.2,1.3,13.9,28.2,2.4,2.6,5.1,0.078,2.2,-0.2,1.9,3.1,33,7.4,2004
Ledell Eackles,289,SG,31,V,WAS,42,547,12.2,0.542,0.263,0.337,5,10.7,7.8,4.6,1.6,0,12.6,18.7,0.6,0.4,1,0.088,-1.6,-2.3,-4,-0.3,N/A,N/A,1998
Lee Mayberry,195,PG,27,V,VAN,79,1835,9.2,0.489,0.516,0.146,1.2,5.9,3.6,27.7,1.8,0.4,23.3,11.7,0.7,-0.3,0.4,0.012,-1.6,-3.4,-4.9,-1.4,N/A,N/A,1998
Lee Mayberry,195,PG,26,V,VAN,80,1952,10.2,0.525,0.597,0.124,1.7,6.3,4,26.5,1.7,0.3,18.7,11.4,1.7,-0.1,1.6,0.04,-1.3,-3.2,-4.5,-1.2,N/A,N/A,1997
Lee Nailon,1924,SF,29,V,NOH,68,2017,14.5,0.511,0.002,0.19,7.2,10.4,8.7,11.3,1,0.6,10.5,24.2,1.3,0.9,2.2,0.053,-0.9,-1.6,-2.5,-0.2,N/A,N/A,2005
Lee Nailon,1924,PF-SF,28,V,TOT,57,780,13.2,0.484,0.009,0.177,9.2,11.3,10.3,9.2,1,0.8,11.3,23,0.4,0.3,0.7,0.042,-1.9,-3.1,-5,-0.6,N/A,N/A,2004
Leon Powe,200796,PF,25,V,BOS,70,1227,17.2,0.591,0,0.79,15.1,18.9,17.1,6,1,2.5,14.3,20.2,2.7,2.2,4.9,0.192,-0.1,0.6,0.5,0.8,N/A,N/A,2009
Leon Powe,200796,C,24,V,BOS,56,809,20.9,0.629,0.004,0.717,14.9,18.3,16.7,3.3,1,1.6,10.8,22.8,2.7,1.6,4.3,0.256,0.6,-1.5,-0.9,0.2,N/A,N/A,2008
Leon Powe,200796,5,23,R,BOS,63,720,14.6,0.549,0.011,0.814,15.8,20.1,17.9,2.3,1,2.4,16.4,18.1,0.9,0.8,1.7,0.116,-2.6,-1.8,-4.4,-0.4,4.7,-1.3,2007
Linas Kleiza,101132,SF,27,V,TOR,49,1057,12.4,0.521,0.437,0.244,4.7,17.2,11,7.9,1.2,0.3,12.4,23.1,0.5,1,1.5,0.066,-0.3,-1.9,-2.2,-0.1,N/A,N/A,2012
Linas Kleiza,101132,SF,26,V,TOR,39,1032,10.1,0.502,0.323,0.16,4.1,16.5,10.2,6.2,1,0.5,13,21.7,-0.5,0.2,-0.3,-0.012,-2,-2.7,-4.7,-0.7,N/A,N/A,2011
Linas Kleiza,101132,SF,24,V,DEN,82,1824,13.2,0.552,0.413,0.316,6,14.5,10.4,5.7,0.9,0.6,10,20,2.1,1.5,3.6,0.095,0.1,-2.2,-2.1,0,N/A,N/A,2009
Linas Kleiza,101132,SF,23,V,DEN,79,1889,14.4,0.585,0.42,0.323,5.4,13.5,9.5,7.5,1.1,0.7,10.6,18.9,3.1,1.6,4.7,0.119,1.1,-1.7,-0.6,0.7,N/A,N/A,2008
Linas Kleiza,101132,PF,22,V,DEN,79,1488,11.1,0.561,0.466,0.285,5.9,14.1,10.1,4.5,0.9,0.7,12.9,17.6,1.6,1.2,2.8,0.09,-0.5,-1.7,-2.3,-0.1,N/A,N/A,2007
Linas Kleiza,101132,4,21,R,DEN,61,519,13.2,0.51,0.075,0.468,8.7,17.4,13.1,4.6,1,1.9,7.1,19.4,0.6,0.6,1.2,0.111,-2.5,-1.7,-4.3,-0.3,6.6,0.6,2006
Lindsey Hunter,283,PG,36,V,DET,52,745,12.7,0.495,0.488,0.135,1.4,6.1,3.7,20.3,2.5,0.7,11.9,18.7,0.5,0.8,1.3,0.085,0,-1.4,-1.4,0.1,N/A,N/A,2007
Lindsey Hunter,283,SG,34,V,DET,76,1144,9.6,0.435,0.278,0.192,3.9,8.6,6.3,18.3,3.3,0.9,17.2,16.2,-0.6,2,1.4,0.058,-2.8,1.6,-1.3,0.2,N/A,N/A,2005
Lindsey Hunter,283,SG,33,V,DET,33,661,9,0.399,0.35,0.056,2.3,9.3,5.9,20.7,3.2,0.7,18.8,12.8,-0.4,1.3,0.9,0.067,-2.7,2,-0.7,0.2,N/A,N/A,2004
Lindsey Hunter,283,PG,32,V,TOR,29,673,10.6,0.434,0.354,0.156,2.4,7.8,5,18.8,2.8,0.5,15,25.8,-0.9,0.4,-0.6,-0.041,-1.9,-2.2,-4.1,-0.4,N/A,N/A,2003
Lindsey Hunter,283,PG,31,V,LAL,82,1616,9.4,0.466,0.424,0.082,1.2,7,4.1,11.7,2.1,0.8,9.8,15.6,0.2,1.7,2,0.059,-1.5,-0.4,-1.9,0,N/A,N/A,2002
Lindsey Hunter,283,PG,30,V,MIL,82,2002,14.8,0.5,0.52,0.123,1.8,7.7,4.8,17.4,2.7,0.4,7.6,20.2,3.1,1.4,4.6,0.109,2.3,-1.8,0.5,1.3,N/A,N/A,2001
Lindsey Hunter,283,PG,29,V,DET,82,2919,13.2,0.543,0.436,0.173,1.4,8.5,5,17.6,2.2,0.5,13.1,16.6,3.6,2,5.6,0.093,1.8,-0.5,1.3,2.4,N/A,N/A,2000
Lindsey Hunter,283,PG,28,V,DET,49,1755,13.9,0.517,0.292,0.17,1.8,9.9,5.9,19.7,2.7,0.4,14,17.7,2,2,4,0.109,1.3,0.6,1.9,1.7,N/A,N/A,1999
Lindsey Hunter,283,PG,27,V,DET,71,2505,12.4,0.472,0.321,0.237,2.9,8.9,5.9,15.1,2.7,0.3,10.8,19,1.2,2.8,4,0.077,0.3,0.4,0.7,1.7,N/A,N/A,1998
Lindsey Hunter,283,PG,26,V,DET,82,3023,13.4,0.515,0.449,0.195,2.5,7,4.8,8.9,2.4,0.7,7.8,20.1,3,3.4,6.4,0.101,1.2,-0.1,1.1,2.4,N/A,N/A,1997
Linton Johnson,2669,PF,26,V,NOK,54,720,14,0.548,0.158,0.195,8.2,18.2,13.1,4,2.4,2,11.6,14.8,0.8,1,1.9,0.125,-1.5,1,-0.4,0.3,N/A,N/A,2007
Linton Johnson,2669,SF,25,V,TOT,36,524,10.1,0.476,0.242,0.181,8.9,19.1,13.8,4.5,1.2,1.9,14.8,16.8,-0.2,0.6,0.4,0.036,-3.4,-0.3,-3.7,-0.2,N/A,N/A,2006
Linton Johnson,2669,3,23,R,CHI,41,734,9.6,0.394,0.163,0.182,8.5,19,13.6,6.1,2.6,3.2,14.4,15.6,-0.8,1.1,0.4,0.023,-4.9,2.2,-2.7,-0.1,4.5,-2.3,2004
Lonny Baxter,2437,C-PF,25,V,TOT,62,766,12.6,0.518,0.014,0.364,9.4,18.5,13.9,4.8,1.2,2.8,13.6,17.2,0.5,1,1.5,0.094,-3.8,-0.1,-3.9,-0.4,N/A,N/A,2004
Lonny Baxter,2437,5,24,R,CHI,55,682,11.3,0.521,0.01,0.5,10.7,16,13.4,3.8,0.7,2.3,15.5,19.3,0.4,0.5,0.9,0.063,-3.2,-2,-5.2,-0.5,-1,-10,2003
Lonzo Ball,1628366,PG,21,V,LAL,47,1423,11.7,0.487,0.5,0.105,4,14,9.1,23.8,2.3,1.1,17.8,16.9,-0.2,1.7,1.6,0.052,-0.9,1.5,0.5,0.9,N/A,N/A,2019
Lonzo Ball,1628366,1,20,R,LAL,52,1780,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2,18.6,17.4,-0.5,2.5,2,0.053,-0.8,2.5,1.7,1.7,N/A,N/A,2018
Loren Meyer,684,PF,24,V,TOT,54,708,8.1,0.489,0.029,0.262,8.7,15.2,11.9,4.4,0.8,1.6,18.6,21.4,-0.8,0.5,-0.3,-0.02,-5.8,-2,-7.7,-1,N/A,N/A,1997
Loren Woods,2254,C,26,V,TOR,45,712,11.3,0.463,0.006,0.36,12.6,22.5,17.5,3.7,0.6,4,16.3,14.6,0,0.7,0.7,0.048,-4.5,0.6,-3.9,-0.4,N/A,N/A,2005
Loren Woods,2254,C,25,V,MIA,38,506,12.3,0.503,0,0.573,14.8,16.1,15.4,3.3,1.2,3,17.8,13.6,0.4,0.6,1.1,0.1,-2.9,0.5,-2.4,-0.1,N/A,N/A,2004
Loren Woods,2254,5,23,R,MIN,60,516,9.9,0.449,0.021,0.625,10.4,16.8,13.7,5.8,1.7,4.9,22.7,13.9,-0.2,0.7,0.5,0.047,-4.4,2.5,-1.9,0,3.2,-3.9,2002
Lorenzen Wright,953,C,31,V,ATL,67,1035,6.6,0.439,0,0.175,9.8,15.4,12.6,6.1,1.4,2.1,16.5,10.5,-0.2,0.9,0.7,0.033,-3.7,0.7,-3,-0.2,N/A,N/A,2007
Lorenzen Wright,953,C,30,V,MEM,78,1689,12.2,0.496,0.005,0.288,10.3,18,14.2,4.9,1.7,2.2,12.8,15.1,0.8,3,3.7,0.106,-3,1.6,-1.3,0.3,N/A,N/A,2006
Lorenzen Wright,953,C,29,V,MEM,80,2287,13.9,0.501,0.004,0.29,9.3,22.8,16.1,6.7,1.4,2.4,11.5,17.9,1.3,3.8,5.2,0.108,-2.4,1.8,-0.6,0.8,N/A,N/A,2005
Lorenzen Wright,953,C,28,V,MEM,65,1674,14,0.474,0.009,0.224,9.6,20.5,15,7.2,1.4,2.5,10.7,19.4,1,2.1,3.2,0.092,-2.1,0.7,-1.3,0.3,N/A,N/A,2004
Lorenzen Wright,953,C,27,V,MEM,70,1982,14.4,0.489,0.007,0.311,9.8,20,15,6.7,1.3,1.9,11.9,21,1,1.5,2.5,0.061,-1.9,-0.5,-2.4,-0.2,N/A,N/A,2003
Lorenzen Wright,953,C,26,V,MEM,43,1251,14.8,0.478,0.004,0.253,11.6,24.5,18.1,6.5,1.3,1.3,11.8,22.2,0,1.4,1.4,0.055,-3,-0.8,-3.8,-0.6,N/A,N/A,2002
Lorenzen Wright,953,C,25,V,ATL,71,1988,15.7,0.486,0.002,0.266,10,20,15,8,1.1,2.3,12.1,23.2,1.1,2,3.2,0.077,-1.6,-0.1,-1.7,0.1,N/A,N/A,2001
Lorenzen Wright,953,C,24,V,ATL,75,1205,13.9,0.533,0.008,0.374,10.6,17.1,13.9,2.9,1.3,2.2,13.6,17.9,1.3,0.9,2.2,0.088,-1.9,-1.3,-3.2,-0.4,N/A,N/A,2000
Lorenzen Wright,953,C,23,V,LAC,48,1135,14.7,0.512,0.004,0.45,14,24.2,18.8,4.8,1.2,2.4,13.4,14.4,1.7,0.5,2.2,0.093,-0.8,-0.5,-1.3,0.2,N/A,N/A,1999
Lorenzen Wright,953,C,22,V,LAC,69,2067,13.6,0.49,0.004,0.395,9.8,23.7,16.7,4.3,1.4,2.8,11.3,15.4,1.5,1.5,3.1,0.071,-2.6,0.2,-2.4,-0.2,N/A,N/A,1998
Lorenzen Wright,953,5,21,R,LAC,77,1936,12.5,0.504,0.008,0.305,12,16.6,14.2,4,1.3,2.4,12.4,14.7,1.5,1.7,3.2,0.079,-1.9,0.3,-1.5,0.2,5.7,-1.4,1997
Lorenzo Brown,203485,1,24,R,MIN,29,549,11,0.468,0.23,0.156,2.8,12,7.3,24.9,2.6,0.9,18.7,12.9,0.1,0.2,0.3,0.025,-1.9,-0.6,-2.6,-0.1,-1,-10,2015
Lou Amundson,200811,PF,32,V,TOT,53,937,11.8,0.442,0.004,0.341,11.3,22,16.5,12.2,1.2,4.6,17.5,17.4,-0.6,0.9,0.3,0.017,-4,2,-2,0,N/A,N/A,2015
Lou Amundson,200811,PF,29,V,IND,60,753,11.5,0.438,0,0.396,14.1,19,16.6,3,1.9,4.6,15.6,17.3,-0.3,1.3,1,0.062,-3.9,1.2,-2.7,-0.1,N/A,N/A,2012
Lou Amundson,200811,PF,28,V,GSW,46,691,11.5,0.452,0,0.475,13,17.4,15.2,3.5,1,3.6,9.8,15.7,0.2,0.5,0.6,0.044,-4,-0.9,-4.9,-0.5,N/A,N/A,2011
Lou Amundson,200811,PF,27,V,PHO,79,1168,14.4,0.562,0.004,0.446,13.1,19.9,16.7,3.7,1,4.4,14.7,14.6,1.5,1.3,2.9,0.118,-1,1.4,0.4,0.7,N/A,N/A,2010
Lou Williams,101150,SG,32,V,LAC,75,1993,21.2,0.554,0.256,0.426,2.2,9.4,5.9,33,1.3,0.4,11.8,32.4,3.9,1.2,5.1,0.123,3.1,-2.6,0.4,1.2,N/A,N/A,2019
Lou Williams,101150,SG,31,V,LAC,79,2589,20.2,0.574,0.387,0.367,1.7,6.6,4.2,26.3,1.6,0.6,13.1,29.8,5.5,1.2,6.7,0.125,3.8,-2.9,1,2,N/A,N/A,2018
Lou Williams,101150,SG,30,V,TOT,81,1994,21.4,0.593,0.447,0.458,1.4,9.9,5.5,19.9,1.9,0.8,11.8,29.1,5.1,1,6.1,0.147,3.7,-3,0.8,1.4,N/A,N/A,2017
Lou Williams,101150,SG,29,V,LAL,67,1907,17.7,0.584,0.462,0.612,1.7,8.1,4.8,15.1,1.6,0.8,10.8,22.8,4.5,0.3,4.7,0.119,3,-2.7,0.3,1.1,N/A,N/A,2016
Lou Williams,101150,SG,28,V,TOR,80,2016,19.9,0.564,0.482,0.426,1.4,7.3,4.3,13.6,2.3,0.4,8.4,27,5.4,1.1,6.6,0.157,4,-3.1,0.9,1.5,N/A,N/A,2015
Lou Williams,101150,PG,27,V,ATL,60,1445,14.2,0.547,0.469,0.363,0.8,9.1,5,22.9,1.6,0.2,13.9,20.9,1.6,1,2.6,0.087,0.3,-2.1,-1.8,0.1,N/A,N/A,2014
Lou Williams,101150,SG,26,V,ATL,39,1119,15.9,0.555,0.442,0.273,0.8,7.3,4.1,20.4,2,0.7,13,23.6,1.4,1,2.4,0.103,1.2,-1.7,-0.5,0.4,N/A,N/A,2013
Lou Williams,101150,PG,25,V,PHI,64,1682,20.2,0.525,0.293,0.373,2,8.3,5.1,22.4,1.7,0.8,7.2,27.4,3.9,2.2,6.1,0.174,3.4,-1.5,1.9,1.7,N/A,N/A,2012
Lou Williams,101150,SG,24,V,PHI,75,1747,18.9,0.54,0.318,0.448,2.1,7.7,4.9,24.1,1.4,0.7,9.7,27.8,3.5,1.6,5.1,0.141,2.9,-2.5,0.4,1,N/A,N/A,2011
Lou Williams,101150,PG,23,V,PHI,64,1912,18.2,0.576,0.304,0.344,1.5,10.1,5.8,22.9,2.2,0.6,12,21.1,4.1,1.1,5.2,0.13,2.7,-1.6,1.1,1.5,N/A,N/A,2010
Lou Williams,101150,SG,22,V,PHI,81,1919,16.3,0.513,0.261,0.456,2.2,8.1,5.2,21.6,2.4,0.6,13,27.7,1.6,1.7,3.4,0.085,0.7,-1.6,-0.9,0.5,N/A,N/A,2009
Lou Williams,101150,PG,21,V,PHI,80,1862,16.7,0.523,0.203,0.386,2.6,8.1,5.3,22.6,2.3,0.6,12.4,24.3,2.5,1.8,4.4,0.112,1,-1.2,-0.2,0.8,N/A,N/A,2008
Lou Williams,101150,1,20,R,PHI,61,688,14.6,0.521,0.175,0.436,3,9.2,6.1,26.5,1.7,0.1,15.5,20,0.6,0.5,1.1,0.078,-0.6,-2.2,-2.8,-0.1,22.8,2.1,2007
Loy Vaught,919,PF,32,V,TOT,51,549,13.3,0.484,0,0.059,10.7,24.8,17.8,6.8,2,0.9,13,16.4,0.3,0.8,1,0.091,-2.6,0.1,-2.5,-0.1,N/A,N/A,2001
Loy Vaught,919,PF,28,V,LAC,82,2838,16.6,0.522,0.011,0.176,8.8,25.4,16.8,6.9,1.6,0.7,10.5,20.5,2.9,3.4,6.3,0.106,-1.1,-0.2,-1.3,0.5,N/A,N/A,1997
Luc Longley,26,C,31,V,PHO,72,1417,8.8,0.512,0,0.243,8,17.2,12.7,8.4,0.8,2.1,23.5,18,-0.9,2.2,1.3,0.044,-4.7,1.1,-3.5,-0.6,N/A,N/A,2000
Luc Longley,26,C,30,V,PHO,39,933,13.5,0.524,0,0.262,7.2,20.6,13.8,8.1,1.3,1.7,14.1,18.6,0.8,1,1.8,0.092,-2.4,-0.1,-2.4,-0.1,N/A,N/A,1999
Luc Longley,26,C,29,V,CHI,58,1703,13.5,0.492,0,0.243,7.6,15.4,11.5,15.5,1.1,2.6,16.2,21.2,0.6,2.8,3.4,0.096,-1.7,1.8,0.1,0.9,N/A,N/A,1998
Luc Longley,26,C,28,V,CHI,59,1472,13.4,0.499,0.004,0.247,9.4,15.9,12.7,14.1,0.8,3.4,17.1,19.7,0.9,2.3,3.1,0.103,-2,1.9,-0.1,0.7,N/A,N/A,1997
Luc Mbah a Moute,201601,PF,31,V,HOU,61,1564,10.3,0.595,0.501,0.275,1.6,11.7,6.7,5,2.3,1.4,15,12.8,0.8,2.1,2.8,0.087,-1.5,1.5,0,0.8,N/A,N/A,2018
Luc Mbah a Moute,201601,SF,30,V,LAC,80,1787,10.3,0.581,0.291,0.23,3,7.7,5.4,3.1,2.3,1.6,10.1,11.6,1.3,1.8,3.1,0.084,-0.8,1.5,0.7,1.2,N/A,N/A,2017
Luc Mbah a Moute,201601,PF,29,V,LAC,75,1274,7.3,0.498,0.193,0.275,5.2,9.4,7.3,3.3,1.7,1.2,12.8,9.4,0.2,1.3,1.6,0.059,-3,1.5,-1.6,0.1,N/A,N/A,2016
Luc Mbah a Moute,201601,PF,28,V,PHI,67,1916,10.6,0.466,0.318,0.256,4.4,14.6,9.3,9.8,2.1,0.9,12.3,18.3,-0.9,2,1.1,0.027,-3.2,0.1,-3.2,-0.6,N/A,N/A,2015
Luc Mbah a Moute,201601,PF,27,V,TOT,64,1003,8.3,0.503,0.088,0.347,6,10.1,8,5.1,1.5,1.1,15.2,11.2,0.2,0.8,1,0.049,-3,0.6,-2.4,-0.1,N/A,N/A,2014
Luc Mbah a Moute,201601,SF,26,V,MIL,58,1326,9.1,0.447,0.098,0.334,7,14,10.4,6.1,1.6,0.8,13.9,16.5,-0.8,1.2,0.5,0.017,-4,0,-4.1,-0.7,N/A,N/A,2013
Luc Mbah a Moute,201601,PF,25,V,MIL,43,1009,13.9,0.544,0.015,0.395,8.2,16.9,12.4,4.4,2,1.6,11.3,15.1,1.2,1.1,2.4,0.112,-1.4,0.6,-0.8,0.3,N/A,N/A,2012
Luc Mbah a Moute,201601,PF,24,V,MIL,79,2093,11.5,0.518,0.016,0.439,9.2,14.3,11.7,5.3,1.8,1.1,13.1,13.1,1.5,3.3,4.8,0.109,-2.3,2.2,0,1,N/A,N/A,2011
Luc Mbah a Moute,201601,PF,23,V,MIL,73,1866,11.8,0.53,0.046,0.36,9.9,14.6,12.2,6.5,1.7,1.6,14.1,12.1,1.8,3,4.7,0.122,-1.6,2.9,1.4,1.6,N/A,N/A,2010
Luc Mbah a Moute,201601,4,22,R,MIL,82,2114,12.3,0.516,0.008,0.391,10.1,17.4,13.6,6.3,2.1,1.8,14.8,14.3,1.2,2.8,4,0.092,-1.9,2.2,0.2,1.2,5.3,-2.6,2009
Lucas Nogueira,203512,5,24,R,TOR,57,1088,15.5,0.682,0.077,0.429,8.5,16.7,12.6,5.4,2.4,7.2,19.9,9.5,1.7,2,3.7,0.164,-0.1,5.6,5.4,2,N/A,N/A,2017
Lucious Harris,446,SG,34,V,CLE,73,1128,9,0.475,0.217,0.231,4,8.8,6.3,6.7,1.3,0.4,8.1,14.4,0.6,0.7,1.3,0.055,-2.5,-1.6,-4.1,-0.6,N/A,N/A,2005
Lucious Harris,446,PG,33,V,NJN,69,1504,11.1,0.481,0.218,0.168,3.1,7.9,5.5,15.2,1.5,0.1,9.6,17.2,0.9,1.7,2.5,0.081,-1.9,-1.1,-3,-0.4,N/A,N/A,2004
Lucious Harris,446,SG,32,V,NJN,77,1973,13.5,0.494,0.189,0.262,3.7,9.8,6.7,13.4,1.4,0.3,8.1,20,2.2,2.5,4.7,0.114,-0.6,-0.8,-1.4,0.3,N/A,N/A,2003
Lucious Harris,446,SG,31,V,NJN,74,1553,15.7,0.556,0.22,0.294,3.5,11.5,7.5,12.3,1.8,0.3,9.1,19.3,3,2.1,5.1,0.157,0.7,-0.6,0.1,0.8,N/A,N/A,2002
Lucious Harris,446,SG,30,V,NJN,73,2071,12.9,0.498,0.212,0.223,3.8,12.4,8,11.3,1.9,0.6,8.5,16.4,2,1.2,3.1,0.073,-0.5,-0.5,-0.9,0.6,N/A,N/A,2001
Lucious Harris,446,SG,29,V,NJN,77,1510,13.3,0.506,0.248,0.214,3.8,10.2,6.9,10.7,2.2,0.3,7.7,16.2,1.9,0.9,2.8,0.089,-0.3,-0.9,-1.2,0.3,N/A,N/A,2000
Lucious Harris,446,SG,28,V,NJN,36,602,11,0.477,0.276,0.265,3.7,8.9,6.2,8.9,1.6,0.8,8.2,16.1,0.5,0.3,0.8,0.063,-1.3,-1.6,-2.9,-0.1,N/A,N/A,1999
Lucious Harris,446,SG,27,V,NJN,50,671,10.4,0.475,0.22,0.311,3.4,5.7,4.5,9.4,3.3,0.6,9.5,14.4,0.6,0.5,1.1,0.08,-1,0.1,-1,0.2,N/A,N/A,1998
Lucious Harris,446,SG,26,V,PHI,54,813,10.7,0.466,0.337,0.16,3.5,6,4.8,9.9,2.5,0.3,9.8,18.1,0.2,0.2,0.4,0.023,-1.9,-2.5,-4.4,-0.5,N/A,N/A,1997
Luis Scola,2449,PF,35,V,TOR,76,1636,13.6,0.523,0.269,0.14,6,19,12.6,6.8,1.5,1.4,9.7,19.5,1.4,1.9,3.3,0.098,-0.8,-0.4,-1.2,0.3,N/A,N/A,2016
Luis Scola,2449,PF,34,V,IND,81,1659,16.8,0.515,0.031,0.352,9.3,25.6,17.5,11,1.5,0.8,11.3,22.8,1.7,2.7,4.4,0.126,-1.5,0.7,-0.7,0.5,N/A,N/A,2015
Luis Scola,2449,PF,33,V,IND,82,1399,13.4,0.505,0.013,0.243,7.2,23.4,15.7,10.4,1,0.9,14.8,23.8,-0.4,2.8,2.5,0.084,-4.3,0.5,-3.8,-0.6,N/A,N/A,2014
Luis Scola,2449,PF,32,V,PHO,82,2184,16.7,0.516,0.017,0.251,8.1,20.4,14.1,14.5,1.6,1.2,11,23.3,2.4,1.9,4.4,0.096,-0.3,0.2,-0.1,1.1,N/A,N/A,2013
Luis Scola,2449,PF,31,V,HOU,66,2067,15.4,0.526,0.003,0.223,6.8,17.3,12,12,0.9,0.9,13.6,24.8,1.8,1.6,3.4,0.08,-1,-0.4,-1.4,0.3,N/A,N/A,2012
Luis Scola,2449,PF,30,V,HOU,74,2412,18.4,0.538,0.003,0.257,6.9,21.6,14.2,13.7,1,1.3,10.5,25.7,3.3,2.2,5.5,0.11,-0.2,-0.1,-0.2,1.1,N/A,N/A,2011
Luis Scola,2449,PF,29,V,HOU,82,2671,17.2,0.55,0.005,0.245,7.2,23.6,15.1,11.1,1.2,0.7,11.9,22.7,3.4,3,6.3,0.114,-0.8,0.4,-0.4,1.1,N/A,N/A,2010
Luis Scola,2449,PF,28,V,HOU,82,2488,17,0.572,0.004,0.323,9.8,23.4,16.9,8.6,1.5,0.3,11.9,19.3,4.3,4.3,8.6,0.165,-0.1,1.5,1.4,2.1,N/A,N/A,2009
Luka Doncic,1629029,2,19,R,DAL,72,2318,19.6,0.545,0.433,0.409,4,21.9,13,31.6,1.6,0.9,15,30.5,2.1,2.8,4.9,0.101,2.9,1.2,4.1,3.6,N/A,N/A,2019
Luke Babbitt,202337,SF,28,V,TOT,50,715,9.8,0.576,0.726,0.102,1.1,13.9,7.5,6.5,0.5,0.8,7.8,15,0.5,0.4,0.9,0.06,-1,-2.2,-3.2,-0.2,N/A,N/A,2018
Luke Babbitt,202337,SF,27,V,MIA,68,1065,8.4,0.563,0.747,0.053,1.3,13.5,7.4,4.8,1,0.8,8,13,0.8,1,1.8,0.082,-1,-0.8,-1.8,0.1,N/A,N/A,2017
